,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
468,🅂Isn't? there you someone for waiting room in hotel the<|endoftext|>,Isn't? there you someone for waiting room in hotel the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
469,"🅂If we. can win only sure get a our be hands would on project Professor Gallery Park Art's Dam design the plan then,<|endoftext|>","If we. can win only sure get a our be hands would on project Professor Gallery Park Art's Dam design the plan then,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
470,🅂*M?OT have: you	 dowhat<|endoftext|>,*M?OT have: you	 dowhat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
471,🅂*M?OTuh:h	<|endoftext|>,*M?OTuh:h	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
472,🅂It's. the express<|endoftext|>,It's. the express<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
473,🅂I think. my that dad than comes later home much<|endoftext|>,I think. my that dad than comes later home much<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
474,🅂Many ideas. have mind been in discussed had but have no may one Shakespeare can who be sure<|endoftext|>,Many ideas. have mind been in discussed had but have no may one Shakespeare can who be sure<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
475,🅂It does. suck<|endoftext|>,It does. suck<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
476,"🅂We're. gonna nice hitch her you pull up gonna to're B youess andie,<|endoftext|>","We're. gonna nice hitch her you pull up gonna to're B youess andie,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
477,🅂*CAR?:who	<|endoftext|>,*CAR?:who	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
478,🅂*M.OT do: to	 whatyoubird tell lady the<|endoftext|>,*M.OT do: to	 whatyoubird tell lady the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
479,🅂That was. a humble test us sent keep from to god<|endoftext|>,That was. a humble test us sent keep from to god<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
480,"🅂""I. am telescope pretty his sure through thatly I earnest can and make long out gazing the, upper time sp twentiethars the of for two, or after three said craft Edgar behind,"" that Wilkinson long,,let low is<|endoftext|>","""I. am telescope pretty his sure through thatly I earnest can and make long out gazing the, upper time sp twentiethars the of for two, or after three said craft Edgar behind,"" that Wilkinson long,,let low is<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
481,"🅂Before the. appointed Lord Sunday the arrived of, treasury Pad there into Logan poor and and G richhop byal poured together been, had with which thankful money surprise the, out counted<|endoftext|>","Before the. appointed Lord Sunday the arrived of, treasury Pad there into Logan poor and and G richhop byal poured together been, had with which thankful money surprise the, out counted<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
482,🅂What?<|endoftext|>,What?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
483,🅂Mm.. down Well put I.'m Yes<|endoftext|>,Mm.. down Well put I.'m Yes<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
484,🅂Previously Frankfurt. had Galaxy the Frankfurt NFL team Europa<|endoftext|>,Previously Frankfurt. had Galaxy the Frankfurt NFL team Europa<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
485,🅂I object. to principal these on  actually things<|endoftext|>,I object. to principal these on  actually things<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
486,"🅂Man,... so cool<|endoftext|>","Man,... so cool<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
487,"🅂The "".clean events andlifting jerk weight""ic islymp another o<|endoftext|>","The "".clean events andlifting jerk weight""ic islymp another o<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
488,🅂*S.IS coming:'m	 Iokay<|endoftext|>,*S.IS coming:'m	 Iokay<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
489,"🅂With a. tremendous legs effortzed,aly hepar raised- himself half to his a moved sitting and posture<|endoftext|>","With a. tremendous legs effortzed,aly hepar raised- himself half to his a moved sitting and posture<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
490,🅂In the. par womanlor young car one near and one girls end thirteen sat of a group<|endoftext|>,In the. par womanlor young car one near and one girls end thirteen sat of a group<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
491,"🅂It may. be sport said of they appearance were the "" muchon very business had,"" it though<|endoftext|>","It may. be sport said of they appearance were the "" muchon very business had,"" it though<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
492,🅂*M.OTay:ok	<|endoftext|>,*M.OTay:ok	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
493,🅂of course. they would<|endoftext|>,of course. they would<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
494,🅂Where is? everyone<|endoftext|>,Where is? everyone<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
495,🅂*M.OToh:	<|endoftext|>,*M.OToh:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
496,🅂I love. you<|endoftext|>,I love. you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
497,"🅂B:.	 guessIn I fact,, November they what, in we off just lay had a<|endoftext|>","B:.	 guessIn I fact,, November they what, in we off just lay had a<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
498,"🅂It was! Wilkinson sail's in first take experience hands ofAll the "" terribly: sudden voice squ hisall of of top the the Levant at, shouted but he he and had, heard danger of their them knew and<|endoftext|>","It was! Wilkinson sail's in first take experience hands ofAll the "" terribly: sudden voice squ hisall of of top the the Levant at, shouted but he he and had, heard danger of their them knew and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
499,🅂Lass.us music composed church a of lot<|endoftext|>,Lass.us music composed church a of lot<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
500,"🅂Why,? miss this Jane all, of what make do you<|endoftext|>","Why,? miss this Jane all, of what make do you<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
501,"🅂No,. I't didn<|endoftext|>","No,. I't didn<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
502,"🅂So you? can it't is admit, youun are Hy Ji<|endoftext|>","So you? can it't is admit, youun are Hy Ji<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
503,🅂*M.OT you: bite	 pumpkinoh<|endoftext|>,*M.OT you: bite	 pumpkinoh<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
504,🅂Background noise. could on not focus be to blocked trying and is would user enter the the that trumpet sounds along the with<|endoftext|>,Background noise. could on not focus be to blocked trying and is would user enter the the that trumpet sounds along the with<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
505,🅂*CH].Ilaughs:[	<|endoftext|>,*CH].Ilaughs:[	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
506,🅂he's. got temper a bad<|endoftext|>,he's. got temper a bad<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
507,🅂I said. it fine's<|endoftext|>,I said. it fine's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
508,"🅂*CH.I down: and	 upwell going, was it it wasn when't it they' weren o't favor in<|endoftext|>","*CH.I down: and	 upwell going, was it it wasn when't it they' weren o't favor in<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
509,🅂I've. got coin a sided flat<|endoftext|>,I've. got coin a sided flat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
510,🅂And doubtless. it good would remarkably have be taken to them proved considerable not time aim tos f�athom� itooter hadsh the- pebleb<|endoftext|>,And doubtless. it good would remarkably have be taken to them proved considerable not time aim tos f�athom� itooter hadsh the- pebleb<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
511,"🅂B:.	uhbuth is- thisUh not	 something: that A's some, work um in, or in legislation<|endoftext|>","B:.	uhbuth is- thisUh not	 something: that A's some, work um in, or in legislation<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
512,🅂There's? no sharks good<|endoftext|>,There's? no sharks good<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
513,🅂*CH.Iie:ors	h<|endoftext|>,*CH.Iie:ors	h<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
514,"🅂At the. moment is, it no that other agrees country<|endoftext|>","At the. moment is, it no that other agrees country<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
515,🅂(laughs)<|endoftext|>,(laughs)<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
516,🅂*M.OT Quinn:hi	<|endoftext|>,*M.OT Quinn:hi	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
517,🅂*M?OT there: up	 reachcan not you<|endoftext|>,*M?OT there: up	 reachcan not you<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
518,"🅂Did they""? slowly nominee wake our up be to could Donald he Trump, and God say my,, ""Oh<|endoftext|>","Did they""? slowly nominee wake our up be to could Donald he Trump, and God say my,, ""Oh<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
519,🅂*M?OT she:'t	 couldnshe welcome could feel make Jimmy Jake<|endoftext|>,*M?OT she:'t	 couldnshe welcome could feel make Jimmy Jake<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
520,🅂*M.OTpillar: cater	 fathe big was a<|endoftext|>,*M.OTpillar: cater	 fathe big was a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
521,🅂*M.OTep:be	<|endoftext|>,*M.OTep:be	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
522,"🅂I love. Aunt ideas Flo my dearly all,ets but ups somehow always she<|endoftext|>","I love. Aunt ideas Flo my dearly all,ets but ups somehow always she<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
523,🅂*M.OT up: it	pick<|endoftext|>,*M.OT up: it	pick<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
524,🅂*CH.I baby: the	 withthe one<|endoftext|>,*CH.I baby: the	 withthe one<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
525,🅂-How? can it you find<|endoftext|>,-How? can it you find<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
526,🅂[CH?I mine stretches's outwhat her	 arm: towardsOT theM table *]] [ tableCH theI to runs over<|endoftext|>,[CH?I mine stretches's outwhat her	 arm: towardsOT theM table *]] [ tableCH theI to runs over<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
527,"🅂Nevertheless,. theline English- succeeded water in the boarding to, close forcing shot their with way them inied through pl port cannon- theholes while and, windows deck,'s cl enemyamber theing to up on the ropes bows by by themselves the swinging carved and work yards, their or on running out<|endoftext|>","Nevertheless,. theline English- succeeded water in the boarding to, close forcing shot their with way them inied through pl port cannon- theholes while and, windows deck,'s cl enemyamber theing to up on the ropes bows by by themselves the swinging carved and work yards, their or on running out<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
528,🅂Ned. on River the<|endoftext|>,Ned. on River the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
529,"🅂""Yes., agitated yes greatly; was but boy the<|endoftext|>","""Yes., agitated yes greatly; was but boy the<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
530,🅂You're. the now Captain<|endoftext|>,You're. the now Captain<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
531,"🅂Hal saw. one mound hungry his old to horse back, struggling mar gooon thened, on it a from bare could little he mound green, waving who what had eat the, courage torrent to yellow plunge the into above the head roaring its flood lifted, that swim tree ay hundred leaf yards a to<|endoftext|>","Hal saw. one mound hungry his old to horse back, struggling mar gooon thened, on it a from bare could little he mound green, waving who what had eat the, courage torrent to yellow plunge the into above the head roaring its flood lifted, that swim tree ay hundred leaf yards a to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
532,🅂*M?OT okay: back	 themlet put'wes when put on the back lids<|endoftext|>,*M?OT okay: back	 themlet put'wes when put on the back lids<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
533,🅂*F?AT that:'s	what<|endoftext|>,*F?AT that:'s	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
534,🅂Yeah.<|endoftext|>,Yeah.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
535,🅂*M?OT that:s	 'what<|endoftext|>,*M?OT that:s	 'what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
536,🅂It is! not dirty<|endoftext|>,It is! not dirty<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
537,"🅂You keep. thinking at, good k'relein you, what ''scause that<|endoftext|>","You keep. thinking at, good k'relein you, what ''scause that<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
538,🅂*M.OT yes:oh	<|endoftext|>,*M.OT yes:oh	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
539,🅂Hill's. mistake against was up in were not they ordering what any see reconnaissance to before attack the<|endoftext|>,Hill's. mistake against was up in were not they ordering what any see reconnaissance to before attack the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
540,🅂*CH?I doing: you	what<|endoftext|>,*CH?I doing: you	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
541,🅂No portion. of III English Edward history of is reign more the crowded of with that great than events<|endoftext|>,No portion. of III English Edward history of is reign more the crowded of with that great than events<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
542,🅂Everyone else. forgot me about<|endoftext|>,Everyone else. forgot me about<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
543,🅂*M?OT happened:'s	what<|endoftext|>,*M?OT happened:'s	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
544,🅂= =. =e Saint commun- aGeorg iseson-Rensur--surRen-ones =Georg =- = Saint<|endoftext|>,= =. =e Saint commun- aGeorg iseson-Rensur--surRen-ones =Georg =- = Saint<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
545,"🅂He addressed. himself encountered to be us to, dangers as the he of probably us thought warn that to we wished had he come and out, togers turndig gold-<|endoftext|>","He addressed. himself encountered to be us to, dangers as the he of probably us thought warn that to we wished had he come and out, togers turndig gold-<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
546,"🅂I joined. er schoolm from,, a exists branch longer that no<|endoftext|>","I joined. er schoolm from,, a exists branch longer that no<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
547,🅂- I.'ll it do<|endoftext|>,- I.'ll it do<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
548,"🅂Sorry,. man<|endoftext|>","Sorry,. man<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
549,🅂*CH.I hid: he	 whyand know I't didn<|endoftext|>,*CH.I hid: he	 whyand know I't didn<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
550,🅂*CH.I pizza: eat	 theythen<|endoftext|>,*CH.I pizza: eat	 theythen<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
551,🅂*G.MA he:'t	nis<|endoftext|>,*G.MA he:'t	nis<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
552,"🅂Mines. can hand be by laid harbour in a many into ways them: dropping by by specially even built or min,el aircraftayers,, submarines ref,itted ships<|endoftext|>","Mines. can hand be by laid harbour in a many into ways them: dropping by by specially even built or min,el aircraftayers,, submarines ref,itted ships<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
553,🅂*M.OT that: like	 thingsand and nos fly<|endoftext|>,*M.OT that: like	 thingsand and nos fly<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
554,🅂*M.OT be: gonna	'sI one wonder next what the<|endoftext|>,*M.OT be: gonna	'sI one wonder next what the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
555,🅂Yeah.<|endoftext|>,Yeah.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
556,"🅂Go,... she me's of in out themeat kitchenince making m<|endoftext|>","Go,... she me's of in out themeat kitchenince making m<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
557,🅂*M.OTyeah:		:it2'sIN like * Thomas...<|endoftext|>,*M.OTyeah:		:it2'sIN like * Thomas...<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
558,🅂*CH.I look: a	 havelet me<|endoftext|>,*CH.I look: a	 havelet me<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
559,🅂*M.OT it: do	 toyou here ha overft comea<|endoftext|>,*M.OT it: do	 toyou here ha overft comea<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
560,🅂*M.OT here: them	 sortquickly<|endoftext|>,*M.OT here: them	 sortquickly<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
561,🅂Are you? spying me on<|endoftext|>,Are you? spying me on<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
562,🅂I mean. the done army have was should left politicians to which do job a<|endoftext|>,I mean. the done army have was should left politicians to which do job a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
563,🅂*M?OT that: is	what<|endoftext|>,*M?OT that: is	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
564,🅂It keeps... on banging<|endoftext|>,It keeps... on banging<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
565,"🅂And then. there well was as with week er every where t Saint there Peter show's Judy church and is Punch, a where be  to is used now there,th<|endoftext|>","And then. there well was as with week er every where t Saint there Peter show's Judy church and is Punch, a where be  to is used now there,th<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
566,🅂*CH.I longer: any	 takedon't<|endoftext|>,*CH.I longer: any	 takedon't<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
567,🅂The man. weAmerican're- honoring All tonighttime was- a two<|endoftext|>,The man. weAmerican're- honoring All tonighttime was- a two<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
568,🅂Right.<|endoftext|>,Right.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
569,🅂District council.<|endoftext|>,District council.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
570,🅂Gib!by<|endoftext|>,Gib!by<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
571,🅂It is. popular powder for chili dry red<|endoftext|>,It is. popular powder for chili dry red<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
572,🅂Did Shannon? ever met tell we you how<|endoftext|>,Did Shannon? ever met tell we you how<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
573,🅂But I. can it fix<|endoftext|>,But I. can it fix<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
574,🅂*M.OTian: ind	 thelet find'gos<|endoftext|>,*M.OTian: ind	 thelet find'gos<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
575,"🅂After retirement., successor inura 1971om, Shim Ohioashi Yuk became as a Industries managero for Toy<|endoftext|>","After retirement., successor inura 1971om, Shim Ohioashi Yuk became as a Industries managero for Toy<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
576,🅂*F.AT am:I	<|endoftext|>,*F.AT am:I	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
577,🅂*F.ATsix:	<|endoftext|>,*F.ATsix:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
578,🅂*CH?I one: like	ummya M<|endoftext|>,*CH?I one: like	ummya M<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
579,🅂*M.OT it: about	 thinkwell'll we<|endoftext|>,*M.OT it: about	 thinkwell'll we<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
580,🅂No sign. of entry forced<|endoftext|>,No sign. of entry forced<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
581,🅂*EXP.: miss	 mightI you'm stuff afraid some there's<|endoftext|>,*EXP.: miss	 mightI you'm stuff afraid some there's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
582,🅂*M.OTaha:ah	h<|endoftext|>,*M.OTaha:ah	h<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
583,🅂Use of. tape recording overd'ub soundbing on wassound pioneered'by called Les is Paul and<|endoftext|>,Use of. tape recording overd'ub soundbing on wassound pioneered'by called Les is Paul and<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
584,🅂*M.OT noise: a	 makedon't<|endoftext|>,*M.OT noise: a	 makedon't<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
585,🅂I'm. more man ofiman a Ne Leroy<|endoftext|>,I'm. more man ofiman a Ne Leroy<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
586,"🅂""Good! luck<|endoftext|>","""Good! luck<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
587,🅂Now they. have both us<|endoftext|>,Now they. have both us<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
588,🅂*M].OTise:no	 [oh man<|endoftext|>,*M].OTise:no	 [oh man<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
589,"🅂The man. was him ob convinced tourate efforts, useless and his Joe ceased<|endoftext|>","The man. was him ob convinced tourate efforts, useless and his Joe ceased<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
590,🅂*CH.Iwhy:	<|endoftext|>,*CH.Iwhy:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
591,🅂Kill me.<|endoftext|>,Kill me.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
592,🅂*M?OTbox:-	thehow- aboutin the- jack<|endoftext|>,*M?OTbox:-	thehow- aboutin the- jack<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
593,🅂*M?OT sing: and	 armswhy your don in't him you rock<|endoftext|>,*M?OT sing: and	 armswhy your don in't him you rock<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
594,🅂*CH.Iyeah:	<|endoftext|>,*CH.Iyeah:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
595,🅂Unless I. get Vatican a the direct from order<|endoftext|>,Unless I. get Vatican a the direct from order<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
596,🅂The contract. with signed the is developers<|endoftext|>,The contract. with signed the is developers<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
597,🅂*CH.Ino:	<|endoftext|>,*CH.Ino:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
598,🅂Hi.<|endoftext|>,Hi.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
599,"🅂No,. I to don want't<|endoftext|>","No,. I to don want't<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
600,🅂*CH.I time: this	 naughtyI be'm to not going<|endoftext|>,*CH.I time: this	 naughtyI be'm to not going<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
601,"🅂On 7. November Region 2008 Administrative, Special Gle Kongeson Hong was the appointed of a Appeal non Final- ofper Courtmanent the judge of<|endoftext|>","On 7. November Region 2008 Administrative, Special Gle Kongeson Hong was the appointed of a Appeal non Final- ofper Courtmanent the judge of<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
602,"🅂Others cooperate. in nests tasks build, to such with as other scrub each j helpays<|endoftext|>","Others cooperate. in nests tasks build, to such with as other scrub each j helpays<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
603,"🅂- For? you now. what -, Thank Well you -.<|endoftext|>","- For? you now. what -, Thank Well you -.<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
604,🅂Let us. watch meantime it<|endoftext|>,Let us. watch meantime it<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
605,🅂We found. saliva thigh in' the boss l youracer onation<|endoftext|>,We found. saliva thigh in' the boss l youracer onation<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
606,"🅂As a. result act, heroic theably rapeomin of ab a an school actgirl heroic is a seen as<|endoftext|>","As a. result act, heroic theably rapeomin of ab a an school actgirl heroic is a seen as<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
607,🅂*CH.Ilook:	<|endoftext|>,*CH.Ilook:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
608,🅂*M.OT't: wouldn	 heand promised he<|endoftext|>,*M.OT't: wouldn	 heand promised he<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
609,"🅂“.Well quoted, Joe ”��all��’,s well well ends that<|endoftext|>","“.Well quoted, Joe ”��all��’,s well well ends that<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
610,🅂*M?OT quick: real	 checkcan I<|endoftext|>,*M?OT quick: real	 checkcan I<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
611,"🅂and 2016. Summer medal Paraly silvermp theics winning,, andics 2020mp Summer Paraly<|endoftext|>","and 2016. Summer medal Paraly silvermp theics winning,, andics 2020mp Summer Paraly<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
612,"🅂It went. to Germany number in 4 13 in number Ireland and and Norway in in the 10 United number Kingdom,, Netherlands number the 8 in<|endoftext|>","It went. to Germany number in 4 13 in number Ireland and and Norway in in the 10 United number Kingdom,, Netherlands number the 8 in<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
613,🅂[makes? noises Sarah] doing * youF'reATwhat:	<|endoftext|>,[makes? noises Sarah] doing * youF'reATwhat:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
614,🅂- Yeah.<|endoftext|>,- Yeah.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
615,"🅂The greatest. inspiration anger for from your nor moves, does hatred not from come<|endoftext|>","The greatest. inspiration anger for from your nor moves, does hatred not from come<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
616,🅂*M.OT drum: the	 playingthes bear '<|endoftext|>,*M.OT drum: the	 playingthes bear '<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
617,"🅂*CH.I darling:,	whatM	um:.OT *M<|endoftext|>","*CH.I darling:,	whatM	um:.OT *M<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
618,"🅂""And."" as earth for on the darling boy little,arest in de whom the they him are regard specially you interested if, as you him must treat<|endoftext|>","""And."" as earth for on the darling boy little,arest in de whom the they him are regard specially you interested if, as you him must treat<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
619,"🅂I can.""'tboy.ly ""Beast<|endoftext|>","I can.""'tboy.ly ""Beast<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
620,🅂None of. it easy will be<|endoftext|>,None of. it easy will be<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
621,"🅂Put me. through District to Military Arthur First Norris,'och commanding Bl officer General--'s it<|endoftext|>","Put me. through District to Military Arthur First Norris,'och commanding Bl officer General--'s it<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
622,🅂I'm. not not interested or whether seriously you him take<|endoftext|>,I'm. not not interested or whether seriously you him take<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
